sampleID,sex,sample_type,weight,hemoglobin,cornea_morphology,grip_strength,heart_rate_bpm
E64-00508,female,control,23.2,14.6,right eye abnormal,237.80867,824.0
E64-00509,female,control,24.2,14.4,normal,243.55267,813.0
E64-00510,female,control,21.9,14.4,right eye abnormal,222.108,802.0
E64-00514,female,control,22.6,14.3,normal,229.57533,772.0
E64-00515,female,control,24.0,14.0,normal,221.53334,814.0
E64-00559,male,control,25.0,14.4,left eye abnormal,190.132,763.0
E64-00560,male,control,24.4,13.7,left eye abnormal,234.17067,677.0
E64-00562,male,control,26.1,14.5,normal,209.08766,752.0
E64-00565,female,control,23.5,13.8,normal,235.128,750.0
E64-00566,female,control,23.0,13.8,normal,167.538,769.0
E64-00567,male,control,27.7,14.4,normal,231.29866,732.0
E64-00568,male,control,26.5,13.6,normal,234.93666,739.0
E64-00569,male,control,31.0,13.8,right eye abnormal,259.828,793.0
E64-00570,female,control,21.2,14.0,normal,195.493,799.0
E64-00571,female,control,21.1,14.2,normal,196.83333,792.0
E64-00572,female,control,20.5,12.9,normal,202.96066,757.0
E64-00573,female,control,22.0,13.4,normal,196.642,804.0
E64-00576,male,control,30.3,12.9,normal,290.272,773.0
E64-00577,male,control,31.9,13.6,normal,307.12167,761.0
E64-00578,female,control,28.0,13.6,normal,237.80867,729.0
E64-00579,female,control,25.5,13.7,normal,203.152,722.0
E64-00907,male,control,25.6,13.5,normal,251.40334,761.0
E64-00908,male,control,36.9,13.6,normal,220.95934,777.0
E64-00909,male,control,26.8,14.0,normal,276.67767,707.0
E64-00918,male,control,28.2,14.0,normal,256.76468,759.0
E64-00919,male,control,25.1,14.4,normal,237.80867,793.0
E64-00926,female,control,22.1,13.1,normal,213.683,818.0
E64-00927,male,control,28.7,13.8,normal,236.08533,798.0
E64-00928,male,control,27.0,9.9,both eyes abnormal,263.466,709.0
E64-00929,female,control,23.2,13.8,normal,201.81166,729.0
E64-00930,female,control,23.1,11.7,normal,200.663,750.0
E64-00931,female,control,23.9,14.4,normal,275.33734,796.0
E64-00932,female,control,21.6,13.9,normal,205.258,795.0
E64-00933,female,control,22.9,13.7,normal,223.831,786.0
E64-00934,female,control,23.5,13.6,normal,243.16966,761.0
E64-01167,male,control,23.2,14.0,normal,200.85434,746.0
E64-01168,male,control,24.7,14.7,normal,222.49066,676.0
E64-01169,male,control,28.7,14.0,normal,293.71866,735.0
E64-01170,male,control,23.5,13.6,normal,255.99834,629.0
E64-01217,male,control,26.7,14.4,normal,257.91333,802.0
E64-01218,male,control,22.8,14.3,normal,177.112,739.0
E64-01220,male,control,20.0,14.2,normal,162.751,629.0
E64-01221,female,control,22.5,13.0,normal,223.06534,786.0
E64-01222,female,control,23.6,13.9,normal,185.91933,803.0
E64-01223,female,control,23.5,14.1,normal,182.09,743.0
E64-01224,female,control,23.2,14.4,normal,230.724,781.0
E64-01225,female,control,23.5,14.0,normal,226.129,758.0
E64-01226,female,control,23.7,13.9,normal,233.40466,780.0
E64-01298,male,control,29.1,13.0,normal,280.50732,767.0
E64-01299,male,control,27.4,13.8,normal,231.29866,743.0
E64-01300,male,control,25.5,13.6,normal,241.638,674.0
E64-01301,male,control,29.4,13.8,left eye abnormal,229.57567,707.0
E64-01302,female,control,21.9,13.6,normal,192.04634,770.0
E64-01303,female,control,25.2,13.2,normal,211.194,792.0
E64-01304,female,control,23.9,13.3,normal,223.63966,803.0
E64-01305,female,control,24.2,13.9,normal,219.81033,800.0
E64-01314,male,control,27.3,14.2,normal,249.10533,809.0
E64-01315,male,control,23.2,14.8,normal,188.02567,769.0
E64-01316,male,control,30.3,14.3,normal,229.76666,746.0
E64-01317,male,control,29.2,13.3,normal,226.51167,768.0
E64-01318,female,control,21.6,14.1,normal,237.04266,786.0
E64-01319,female,control,21.3,14.2,normal,195.685,799.0
E64-01320,female,control,23.5,12.3,normal,206.407,573.0
E64-01321,male,control,28.1,13.8,normal,219.04433,770.0
E64-01322,male,control,29.0,13.4,normal,239.915,769.0
E64-01325,female,control,22.5,13.6,normal,234.93634,757.0
E64-01383,male,control,24.2,13.8,normal,212.72566,703.0
E64-01385,male,control,25.6,13.9,normal,182.47333,789.0
E64-01386,male,control,29.0,13.2,right eye abnormal,219.04466,814.0
E64-01387,male,control,31.2,13.5,normal,234.55367,780.0
E64-01415,male,control,29.7,14.1,normal,256.573,760.0
E64-01416,male,control,28.5,14.9,normal,225.93733,729.0
E64-01417,female,control,24.8,14.4,normal,187.834,800.0
E64-01418,female,control,24.1,15.0,normal,211.577,785.0
E64-01424,female,control,22.6,14.1,normal,222.49066,713.0
E64-01425,female,control,22.9,14.2,normal,206.79,770.0
E64-01426,female,control,21.5,14.9,normal,167.72934,803.0
E64-01427,female,control,23.4,14.4,right eye abnormal,223.25667,791.0
E64-01428,female,control,21.6,14.9,normal,178.64366,721.0
E64-01506,male,control,24.7,14.3,normal,220.95934,787.0
E64-01507,male,control,24.3,14.1,normal,193.76967,705.0
E64-01508,female,control,23.2,14.1,normal,200.85434,698.0
E64-01509,female,control,24.3,14.0,normal,203.72667,783.0
E64-01510,female,control,23.3,13.6,normal,199.13133,787.0
E64-01511,female,control,21.0,14.0,normal,206.21567,704.0
E64-01512,female,control,21.9,14.0,normal,201.04567,792.0
E64-01513,female,control,23.2,14.0,normal,183.239,732.0
E64-01514,female,control,22.6,13.9,normal,162.56,773.0
E64-01700,female,control,23.0,13.4,normal,229.38367,816.0
E64-01701,female,control,22.5,13.8,normal,200.08867,782.0
E64-01702,female,control,25.5,14.1,normal,281.84732,797.0
E64-01703,female,control,21.8,13.8,normal,221.15033,748.0
E64-01704,female,control,22.5,14.6,normal,243.36133,621.0
E64-01705,female,control,23.9,13.9,normal,202.386,815.0
E64-01706,male,control,25.6,13.7,normal,271.31635,678.0
E64-01708,female,control,22.0,13.7,normal,217.704,708.0
E64-01754,male,control,27.9,13.5,normal,244.31866,776.0
E64-01755,male,control,26.3,13.7,normal,223.25667,751.0
E64-01756,male,control,25.2,13.0,normal,252.36067,681.0
E64-01757,male,control,26.7,13.6,normal,227.85167,629.0
E64-01758,male,control,28.1,14.0,normal,318.80167,791.0
E64-01795,male,control,25.7,14.0,normal,193.004,723.0
E64-01797,male,control,23.3,13.8,normal,258.87067,799.0
E64-01798,female,control,22.9,13.1,normal,211.38533,794.0
E64-01799,female,control,22.8,13.7,normal,198.74834,759.0
E64-01800,female,control,23.8,13.7,normal,199.13133,753.0
E64-01801,female,control,22.8,14.2,normal,178.26067,756.0
E64-01955,female,control,18.7,13.0,normal,148.00766,782.0
E64-01956,female,control,19.6,14.3,normal,191.28067,798.0
E64-01957,female,control,23.3,13.9,normal,170.98466,791.0
E64-01958,female,control,22.5,13.0,normal,166.198,788.0
E64-01959,female,control,24.7,13.0,normal,206.78967,682.0
E64-01960,male,control,26.7,13.9,normal,186.68533,762.0
E64-01961,male,control,28.6,13.6,normal,193.387,758.0
E64-01962,male,control,28.9,13.8,normal,196.83333,789.0
E64-01963,female,control,22.8,13.5,normal,196.45067,722.0
E64-02005,male,control,21.3,11.5,normal,182.09,785.0
E64-02006,male,control,26.7,13.8,normal,220.193,803.0
E64-02007,male,control,26.5,13.6,normal,239.532,772.0
E64-02008,male,control,21.4,13.2,normal,148.008,630.0
E64-02009,male,control,24.3,13.4,normal,235.70233,736.0
E64-02010,male,control,26.6,14.0,normal,259.63666,779.0
E64-02012,female,control,20.7,14.3,normal,225.55434,652.0
E64-02013,female,control,19.5,13.4,normal,198.94,772.0
E64-02014,female,control,21.7,14.0,normal,197.025,726.0
E64-02116,male,control,28.0,14.3,normal,190.32333,811.0
E64-02117,male,control,25.5,14.0,normal,180.74966,695.0
E64-02118,male,control,28.6,13.8,normal,185.91966,789.0
E64-02119,female,control,21.7,14.3,normal,160.64534,811.0
E64-02120,female,control,18.9,14.2,normal,176.53767,808.0
E64-02122,male,control,26.2,13.7,normal,168.49567,793.0
E64-02125,female,control,22.2,13.2,normal,188.60033,750.0
E64-02126,female,control,23.5,13.1,normal,174.23967,791.0
E64-02127,female,control,22.4,14.2,normal,193.77,706.0
E64-02128,female,control,22.3,13.7,normal,172.13333,749.0
E64-02158,male,control,21.7,12.7,normal,189.749,725.0
E64-02159,male,control,27.3,13.7,normal,166.198,811.0
E64-02160,male,control,23.5,13.7,normal,193.19533,730.0
E64-02630,male,control,28.3,13.8,left eye abnormal,190.32333,749.0
E64-02631,male,control,25.7,14.9,both eyes abnormal,238.383,818.0
E64-02632,male,control,23.4,14.4,normal,193.38733,705.0
E64-02634,male,control,23.5,14.5,normal,240.10634,743.0
E64-02635,female,control,19.6,14.0,normal,244.127,748.0
E64-02636,female,control,19.8,13.8,normal,205.067,738.0
E64-02637,female,control,19.9,13.9,normal,296.208,685.0
E64-02638,female,control,24.0,14.8,normal,261.74268,710.0
E64-02639,female,control,24.3,14.0,both eyes abnormal,251.78633,788.0
E64-02647,male,control,26.7,14.1,right eye abnormal,243.16966,747.0
E64-02648,male,control,24.5,13.3,normal,192.238,637.0
E64-02652,female,control,23.0,13.6,normal,259.63666,745.0
E64-02653,female,control,24.2,13.9,normal,339.86368,752.0
